well,tile,timepoint,condition,stimulation,n_neurons,mean_confidence_class0,std_confidence_class0,mean_confidence_class1,std_confidence_class1,fraction_predicted_class1
J4,3,T15,APPV717I,10000ms,37,0.8589,0.24119836,0.14109997,0.24119836,0.10810810810810811
J4,4,T0,APPV717I,0ms,31,0.19282877,0.28591454,0.8071712,0.28591454,0.8709677419354839
J4,4,T15,APPV717I,0ms,31,0.77519035,0.3128981,0.22480966,0.3128981,0.22580645161290322
J5,1,T0,APPV717I,0ms,4,0.33585218,0.43342826,0.6641478,0.4334283,0.75
J5,1,T15,APPV717I,0ms,4,0.9199932,0.07165926,0.08000681,0.07165924,0.0
J5,2,T0,APPV717I,10000ms,47,0.18146262,0.28928608,0.81853735,0.28928608,0.851063829787234
J5,2,T15,APPV717I,10000ms,47,0.7731649,0.33528286,0.22683507,0.33528286,0.1702127659574468
J5,3,T0,APPV717I,10000ms,38,0.2673702,0.35770375,0.73262984,0.35770372,0.7894736842105263
J5,3,T15,APPV717I,10000ms,38,0.7835742,0.31377453,0.21642582,0.31377453,0.21052631578947367
J5,4,T0,APPV717I,0ms,28,0.23618999,0.29191142,0.76381004,0.29191142,0.7857142857142857
J5,4,T15,APPV717I,0ms,28,0.75740445,0.35584322,0.24259552,0.35584322,0.25
J6,1,T0,APPV717I,0ms,11,0.24870943,0.32089674,0.75129056,0.32089674,0.8181818181818182
J6,1,T15,APPV717I,0ms,11,0.79159933,0.34158653,0.20840062,0.34158653,0.2727272727272727
J6,2,T0,APPV717I,10000ms,25,0.40146273,0.3459736,0.59853727,0.3459736,0.68
J6,2,T15,APPV717I,10000ms,25,0.91537046,0.20739357,0.084629506,0.20739357,0.08
J6,3,T0,APPV717I,10000ms,26,0.29035223,0.34574094,0.7096478,0.34574094,0.7307692307692307
J6,3,T15,APPV717I,10000ms,26,0.88441366,0.25292268,0.11558637,0.25292268,0.11538461538461539
J6,4,T0,APPV717I,0ms,36,0.23074187,0.31904915,0.76925814,0.31904915,0.7777777777777778
J6,4,T15,APPV717I,0ms,36,0.77456105,0.30539992,0.22543897,0.30539992,0.19444444444444445
J8,1,T0,APPV717I,0ms,1,0.00027231083,,0.99972767,,1.0
J8,1,T15,APPV717I,0ms,1,0.99825937,,0.001740639,,0.0
J8,2,T0,APPV717I,10000ms,41,0.1837987,0.22968669,0.81620127,0.22968669,0.8780487804878049
J8,2,T15,APPV717I,10000ms,41,0.7927921,0.30560604,0.20720793,0.30560604,0.21951219512195122
J8,3,T0,APPV717I,10000ms,31,0.14408936,0.24770324,0.85591066,0.24770324,0.9354838709677419
J8,3,T15,APPV717I,10000ms,31,0.6950489,0.37847587,0.3049511,0.37847584,0.3225806451612903
J8,4,T0,APPV717I,0ms,49,0.19862185,0.30747423,0.80137813,0.30747426,0.8775510204081632
J8,4,T15,APPV717I,0ms,49,0.7909304,0.26857775,0.20906961,0.26857775,0.1836734693877551
K1,1,T0,APPV717I,0ms,10,0.066274956,0.08567915,0.93372506,0.08567916,1.0
K1,1,T15,APPV717I,0ms,10,0.7900755,0.3187379,0.2099245,0.3187379,0.2
K1,2,T0,APPV717I,10000ms,25,0.13510099,0.28175324,0.864899,0.28175324,0.88
K1,2,T15,APPV717I,10000ms,25,0.8319702,0.29087174,0.16802974,0.29087174,0.12
K1,3,T0,APPV717I,10000ms,31,0.2422424,0.33026984,0.7577576,0.3302698,0.7741935483870968
K1,3,T15,APPV717I,10000ms,31,0.88962543,0.18830884,0.11037459,0.18830884,0.03225806451612903
K1,4,T0,APPV717I,0ms,28,0.20528062,0.2867557,0.79471934,0.2867557,0.7857142857142857
K1,4,T15,APPV717I,0ms,28,0.79168695,0.31568646,0.20831308,0.31568643,0.21428571428571427
K20,1,T0,APPV717I,0ms,29,0.23611134,0.3063217,0.76388866,0.3063217,0.7931034482758621
K20,1,T15,APPV717I,0ms,29,0.8488251,0.21993895,0.15117486,0.21993895,0.06896551724137931
K20,2,T0,APPV717I,10000ms,34,0.20486486,0.3256113,0.7951351,0.3256113,0.8529411764705882
K20,2,T15,APPV717I,10000ms,34,0.7920398,0.32723048,0.2079602,0.32723048,0.14705882352941177
K20,3,T0,APPV717I,10000ms,28,0.18556194,0.31494474,0.81443805,0.31494474,0.8571428571428571
K20,3,T15,APPV717I,10000ms,28,0.8107739,0.26957297,0.18922612,0.26957297,0.14285714285714285
K20,4,T0,APPV717I,0ms,38,0.18197893,0.2863023,0.81802106,0.2863023,0.8157894736842105
K20,4,T15,APPV717I,0ms,38,0.7451551,0.3286896,0.2548449,0.3286896,0.23684210526315788
L20,1,T0,APPV717I,0ms,9,0.46921688,0.43634906,0.5307831,0.43634906,0.5555555555555556
L20,1,T15,APPV717I,0ms,9,0.9058218,0.24790756,0.09417819,0.24790758,0.1111111111111111
L20,2,T0,APPV717I,10000ms,33,0.17426085,0.2796484,0.82573915,0.2796484,0.8484848484848485
L20,2,T15,APPV717I,10000ms,33,0.82359594,0.28903311,0.17640407,0.2890331,0.18181818181818182
L20,3,T0,APPV717I,10000ms,29,0.17346159,0.26923358,0.82653844,0.26923358,0.896551724137931
